address,lat,long,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"68211 & 68233 Omo Road, RAY TWP, MI 48096",42.8003791,-82.8629803,"[-82.86298029999999, 42.8003791]","26","099","216000","26099216000","2160",Census Tract 2160,G5020,S,"94588774","245815","+42.7621506","-082.9204704"
"801 N WILLIAMS ST, CARSON CITY, MI 48811",43.1836759,-84.851692,"[-84.851692, 43.1836759]","26","117","971000","26117971000","9710",Census Tract 9710,G5020,S,"209477391","823643","+43.1703843","-084.9428764"
"950 N. Division Street, CARSON CITY, MI 48811",43.1851804,-84.84631,"[-84.84631, 43.1851804]","26","117","971000","26117971000","9710",Census Tract 9710,G5020,S,"209477391","823643","+43.1703843","-084.9428764"
"930 N DIVISION ST, CARSON CITY, MI 48811",43.1845095,-84.8459803,"[-84.8459803, 43.1845095]","26","117","971000","26117971000","9710",Census Tract 9710,G5020,S,"209477391","823643","+43.1703843","-084.9428764"
"4876  KETTLEHUT RD., CAPAC, MI 48014",43.0380345,-82.9482603,"[-82.9482603, 43.03803449999999]","26","147","657200","26147657200","6572",Census Tract 6572,G5020,S,"183737697","419665","+42.9814716","-082.9236524"
"11501 LAMBS RD, MEMPHIS, MI 48041",42.9245357,-82.7810541,"[-82.78105409999999, 42.9245357]","26","147","658500","26147658500","6585",Census Tract 6585,G5020,S,"100285927","313124","+42.9372573","-082.8095358"
"81620 Belle River Rd., MEMPHIS, MI 48041",42.9010672,-82.7729298,"[-82.7729298, 42.9010672]","26","147","658500","26147658500","6585",Census Tract 6585,G5020,S,"100285927","313124","+42.9372573","-082.8095358"
"16470 E. THIRTEEN MILE RD., ROSEVILLE, MI 48066",42.5230917,-82.9526991,"[-82.95269909999999, 42.52309169999999]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"15765 STURGEON, ROSEVILLE, MI 48066",42.5143165,-82.9600695,"[-82.9600695, 42.5143165]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"16410 COMMON RD, ROSEVILLE, MI 48066",42.5163301,-82.9546914,"[-82.95469140000002, 42.5163301]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"16440 COMMON RD, ROSEVILLE, MI 48066",42.5160196,-82.9542727,"[-82.95427269999999, 42.5160196]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"29165 CALAHAN, ROSEVILLE, MI 48066",42.5107552,-82.9634274,"[-82.9634274, 42.5107552]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"30121 GROSBECK HWY, ROSEVILLE, MI 48066",42.5176857,-82.9522142,"[-82.9522142, 42.5176857]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"29765 Groesbeck, ROSEVILLE, MI 48066",42.513879,-82.9548188,"[-82.9548188, 42.513879]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"30759 EDISON, ROSEVILLE, MI 48066",42.5217863,-82.9537686,"[-82.95376859999999, 42.5217863]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"30499 Edison, ROSEVILLE, MI 48066",42.5206071,-82.9544407,"[-82.95444069999999, 42.5206071]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"29955 GROESBECK, ROSEVILLE, MI 48066",42.5157746,-82.9533905,"[-82.9533905, 42.5157746]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"15960 Common Road, ROSEVILLE, MI 48066",42.5159483,-82.9588382,"[-82.9588382, 42.5159483]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"29163 Calahan, ROSEVILLE, MI 48066",42.511155,-82.966364,"[-82.966364, 42.511155]","26","099","255400","26099255400","2554",Census Tract 2554,G5020,S,"2240448","0","+42.5172926","-082.9601395"
"431  Helen  Ave, OTSEGO, MI 49078",42.4651554,-85.7050571,"[-85.70505709999999, 42.4651554]","26","005","031800","26005031800","318",Census Tract 318,G5020,S,"62144739","1219680","+42.4724649","-085.7497170"
"602 LINCOLN RD, OTSEGO, MI 49078",42.4595086,-85.7211872,"[-85.7211872, 42.4595086]","26","005","031800","26005031800","318",Census Tract 318,G5020,S,"62144739","1219680","+42.4724649","-085.7497170"
"320 N Farmer St., OTSEGO, MI 49078",42.464314,-85.6940437,"[-85.6940437, 42.46431399999999]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"470  12TH ST, PLAINWELL, MI 49080",42.4549,-85.6716948,"[-85.6716948, 42.45489999999999]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"SW/NE/SW OF S18, T29W, R3W, OTSEGO LAKE, MI 49078",42.4605904,-85.696406,"[-85.696406, 42.4605904]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"T29N, R3W Sec 15, OTSEGO LAKE, MI 49078",42.450406,-85.693789,"[-85.693789, 42.450406]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"610 S PLATT ST, OTSEGO, MI 49078",42.4532779,-85.6928806,"[-85.6928806, 42.4532779]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"300 Parker, OTSEGO, MI 49078",42.4497739,-85.6964208,"[-85.6964208, 42.4497739]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"100 Parker, OTSEGO, MI 49078",42.4491731,-85.6988561,"[-85.6988561, 42.4491731]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"601 S WILMOT STREET, OTSEGO, MI 49078",42.4532096,-85.6941239,"[-85.6941239, 42.4532096]","26","005","031900","26005031900","319",Census Tract 319,G5020,S,"29305513","573289","+42.4680984","-085.6701984"
"26830 LIBERAL, CENTER LINE, MI 48015",42.490815,-83.0337041,"[-83.0337041, 42.490815]","26","099","268100","26099268100","2681",Census Tract 2681,G5020,S,"2310471","0","+42.4799631","-083.0329084"
"26333 VAN DYKE, CENTER LINE, MI 48015",42.4871496,-83.028669,"[-83.028669, 42.4871496]","26","099","268100","26099268100","2681",Census Tract 2681,G5020,S,"2310471","0","+42.4799631","-083.0329084"
"701 E. 32 MILE RD., ROMEO, MI 48065",42.8081629,-82.9955777,"[-82.9955777, 42.8081629]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"130 E Pond Dr, ROMEO, MI 48065",42.8077142,-82.9823701,"[-82.9823701, 42.8077142]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"200 N Main Street, ROMEO, MI 48065",42.8027675,-83.0130997,"[-83.0130997, 42.8027675]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"160 MCLEAN, ROMEO, MI 48065",42.8176616,-82.9823829,"[-82.98238289999999, 42.8176616]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"103 PEYERK COURT, ROMEO, MI 48065",42.810763,-82.9809065,"[-82.9809065, 42.810763]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"15065 32 MILE, ROMEO, MI 48065",42.8039309,-82.9807153,"[-82.9807153, 42.8039309]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"322 S MAIN ST, ROMEO, MI 48065",42.7963334,-83.0136663,"[-83.0136663, 42.7963334]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"141 Peyerk Court, ROMEO, MI 48065",42.810455,-82.983256,"[-82.983256, 42.810455]","26","099","206700","26099206700","2067",Census Tract 2067,G5020,S,"5248288","1476","+42.8059331","-083.0044680"
"35375 32 MILE RD, RICHMOND, MI 48062",42.8087502,-82.7742584,"[-82.7742584, 42.8087502]","26","099","210000","26099210000","2100",Census Tract 2100,G5020,S,"98680173","149341","+42.8508166","-082.8072314"
"26775 32 MILE RD, RICHMOND, MI 48062",42.811279,-82.8471749,"[-82.8471749, 42.81127900000001]","26","099","210000","26099210000","2100",Census Tract 2100,G5020,S,"98680173","149341","+42.8508166","-082.8072314"
"29359 32 Mile Road, RICHMOND, MI 48062",42.8101105,-82.8207685,"[-82.8207685, 42.8101105]","26","099","210000","26099210000","2100",Census Tract 2100,G5020,S,"98680173","149341","+42.8508166","-082.8072314"
"36901 DIVISION ROAD, RICHMOND, MI 48062",42.8094926,-82.7453194,"[-82.7453194, 42.8094926]","26","099","210000","26099210000","2100",Census Tract 2100,G5020,S,"98680173","149341","+42.8508166","-082.8072314"
"68750 OAK, RICHMOND, MI 48062",42.8074455,-82.7513177,"[-82.7513177, 42.8074455]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"67567 SOUTH MAIN STREET, RICHMOND, MI 48062",42.7983624,-82.7420472,"[-82.7420472, 42.79836239999999]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"67400 Main St, RICHMOND, MI 48062",42.7980413,-82.7386148,"[-82.7386148, 42.79804130000001]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"67371 Gratiot Ave, RICHMOND, MI 48062",42.798374,-82.7338713,"[-82.73387129999999, 42.798374]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"36490 DIVISION RD., RICHMOND, MI 48062",42.8081398,-82.7503064,"[-82.7503064, 42.8081398]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"34901 DIVISION ROAD, RICHMOND, MI 48062",42.810237,-82.7666533,"[-82.7666533, 42.81023700000001]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"66871 GRATIOT, RICHMOND, MI 48062",42.79398,-82.73862,"[-82.73862, 42.79398]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"66629 Gratiot Ave., RICHMOND, MI 48062",42.791874,-82.739196,"[-82.73919599999999, 42.791874]","26","099","211000","26099211000","2110",Census Tract 2110,G5020,S,"6844722","86957","+42.8100806","-082.7546883"
"69333  OMO RD., ARMADA, MI 48005",42.8107738,-82.8656845,"[-82.86568450000001, 42.8107738]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"74110 CHURCH, ARMADA, MI 48005",42.8434271,-82.882316,"[-82.882316, 42.8434271]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"24586 ARMADA RIDGE RD, ARMADA, MI 48005",42.8454373,-82.8683528,"[-82.8683528, 42.84543730000001]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"69212 POWELL, ROMEO, MI 48065",42.8079827,-82.9801538,"[-82.9801538, 42.8079827]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"15211 Laethem Drive, ARMADA, MI 48005",42.8135661,-82.9802784,"[-82.9802784, 42.8135661]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"69900 Powell Road, ARMADA, MI 48005",42.8118416,-82.9785488,"[-82.9785488, 42.8118416]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"73180 FULTON, ARMADA, MI 48005",42.836964,-82.8826104,"[-82.88261039999999, 42.83696399999999]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"72025 NORTH AVENUE, ARMADA, MI 48005",42.8291343,-82.887152,"[-82.887152, 42.8291343]","26","099","212000","26099212000","2120",Census Tract 2120,G5020,S,"94534481","158880","+42.8559188","-082.9123841"
"77 ENTERPRISE DRIVE, ANN ARBOR, MI 48103",42.2944457,-83.8714059,"[-83.8714059, 42.2944457]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"6200 JACKSON RD, ANN ARBOR, MI 48103",42.2914611,-83.8517902,"[-83.8517902, 42.2914611]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"100 N STAEBLER, ANN ARBOR, MI 48103",42.2931966,-83.8566627,"[-83.8566627, 42.29319659999999]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"288 DINO DR, ANN ARBOR, MI 48103",42.289101,-83.8819227,"[-83.88192269999999, 42.289101]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"122 Enterprise Drive, ANN ARBOR, MI 48103",42.2958558,-83.869087,"[-83.869087, 42.2958558]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"111 Enterprise Dr, ANN ARBOR, MI 48103",42.2956569,-83.8700946,"[-83.8700946, 42.2956569]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"6055 JACKSON RD, DEXTER, MI 48130",42.2893313,-83.8496626,"[-83.8496626, 42.2893313]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"221 JACKSON INDUSTRIAL, ANN ARBOR, MI 48103",42.2850123,-83.8449402,"[-83.8449402, 42.2850123]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"293 and 300 DINO DRIVE, SCIO TWP, MI 48103",42.2879459,-83.8818399,"[-83.8818399, 42.2879459]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"22 METTY DRIVE, ANN ARBOR, MI 48103",42.2934461,-83.8649044,"[-83.8649044, 42.2934461]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"7232 JACKSON ROAD, SCIO TWP, MI 48103",42.2938852,-83.8723997,"[-83.8723997, 42.2938852]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"289 Metty Drive, ANN ARBOR, MI 48103",42.297248,-83.8664367,"[-83.8664367, 42.297248]","26","161","455000","26161455000","4550",Census Tract 4550,G5020,S,"23521422","8929","+42.2744673","-083.8650554"
"49 SOUTH DIXBORO ROAD, ANN ARBOR, MI 48105",42.2700747,-83.6654078,"[-83.6654078, 42.2700747]","26","161","406000","26161406000","4060",Census Tract 4060,G5020,S,"39295268","792712","+42.3276344","-083.6964436"
"1555 WOODRIDGE, ANN ARBOR, MI 48105",42.2978282,-83.6780574,"[-83.6780574, 42.2978282]","26","161","406000","26161406000","4060",Census Tract 4060,G5020,S,"39295268","792712","+42.3276344","-083.6964436"
"789 N DIXBORO RD, ANN ARBOR, MI 48105",42.2830831,-83.6749004,"[-83.6749004, 42.2830831]","26","161","406000","26161406000","4060",Census Tract 4060,G5020,S,"39295268","792712","+42.3276344","-083.6964436"
"ANN ARBOR TECHNOLOGY PARK, ANN ARBOR, MI 48105",42.3295957,-83.7092861,"[-83.7092861, 42.3295957]","26","161","406000","26161406000","4060",Census Tract 4060,G5020,S,"39295268","792712","+42.3276344","-083.6964436"
"30 FRANK LLOYD WRIGHT, ANN ARBOR, MI 48016",42.3189484,-83.6812821,"[-83.68128209999999, 42.3189484]","26","161","406000","26161406000","4060",Census Tract 4060,G5020,S,"39295268","792712","+42.3276344","-083.6964436"
"5495 Michigan Ave, YPSILANTI, MI 48197",42.2081971,-83.6788466,"[-83.6788466, 42.2081971]","26","161","416000","26161416000","4160",Census Tract 4160,G5020,S,"3465231","6902","+42.2081300","-083.6726855"
"5331 West Michigan Avenue, YPSILANTI, MI 49435",42.2102591,-83.6751496,"[-83.6751496, 42.21025909999999]","26","161","416000","26161416000","4160",Census Tract 4160,G5020,S,"3465231","6902","+42.2081300","-083.6726855"
"1212 Fairplaines, GREENVILLE, MI 48838",43.1708175,-85.2345628,"[-85.23456279999999, 43.1708175]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"701 RANNEY DR, GREENVILLE, MI 48838",43.186524,-85.2481278,"[-85.24812779999999, 43.186524]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"510 E GROVE ST, GREENVILLE, MI 48838",43.1827912,-85.2443452,"[-85.2443452, 43.1827912]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"501 CEDER ST, GREENVILLE, MI 48838",43.1760556,-85.2461296,"[-85.24612959999999, 43.1760556]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"1125 E WASHINGTON, GREENVILLE, MI 48838",43.1727242,-85.2368278,"[-85.2368278, 43.1727242]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"8116 RIDE ALL DR., GREENVILLE, MI 48838",43.1775314,-85.2527987,"[-85.2527987, 43.1775314]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"115 E. WASHINGTON, GREENVILLE, MI 48838",43.177264,-85.2520537,"[-85.25205369999999, 43.177264]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"1105 Arloa Drive, GREENVILLE, MI 49455",43.1574639,-85.2983821,"[-85.2983821, 43.1574639]","26","117","971300","26117971300","9713",Census Tract 9713,G5020,S,"29635014","991359","+43.1515355","-085.2727783"
"635 West Charles Street, GREENVILLE, MI 48838",43.1858163,-85.2578147,"[-85.2578147, 43.1858163]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1413 CALLAGHAN ST., GREENVILLE, MI 48838",43.1860304,-85.2281716,"[-85.2281716, 43.18603040000001]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1110 N IRVING ST, GREENVILLE, MI 48838",43.1917305,-85.257514,"[-85.257514, 43.19173050000001]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1321 Van Deinse Street, GREENVILLE, MI 48838",43.1912467,-85.231974,"[-85.231974, 43.1912467]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1515 SHEARER RD, GREENVILLE, MI 48838",43.1954344,-85.269256,"[-85.269256, 43.1954344]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1216 Shearer Rd, GREENVILLE, MI 48838",43.1923147,-85.2668307,"[-85.2668307, 43.1923147]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1323 MOORE DRIVE, GREENVILLE, MI 48838",43.1879251,-85.231974,"[-85.231974, 43.1879251]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1 Dicastal Dr., GREENVILLE, MI 48838",43.1991853,-85.2364447,"[-85.23644469999999, 43.1991853]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"5835 VINING RD, GREENVILLE, MI 48838",43.2098136,-85.2419642,"[-85.2419642, 43.2098136]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1260 E VANDEINSE ST, GREENVILLE, MI 48838",43.193468,-85.2345628,"[-85.23456279999999, 43.193468]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"6288 Greenville Rd, GREENVILLE, MI 48838",43.2030172,-85.252907,"[-85.252907, 43.20301720000001]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"1323 Callaghan Street, GREENVILLE, MI 48838",43.1859629,-85.231546,"[-85.231546, 43.1859629]","26","117","971200","26117971200","9712",Census Tract 9712,G5020,S,"30578382","1284615","+43.1928324","-085.2541179"
"451 STATE, ALGONAC, MI 48001",42.6159729,-82.5435665,"[-82.5435665, 42.6159729]","26","147","649000","26147649000","6490",Census Tract 6490,G5020,S,"3675353","1458982","+42.6207139","-082.5321114"
"1129 Gillett Street, PORT HURON, MI 48060",42.9754488,-82.4361102,"[-82.4361102, 42.9754488]","26","147","622000","26147622000","6220",Census Tract 6220,G5020,S,"1812193","0","+42.9719993","-082.4431250"
"4193  134th Ave, HAMILTON, MI 49419",42.6680112,-85.9556317,"[-85.9556317, 42.6680112]","26","005","030702","26005030702","307.02",Census Tract 307.02,G5020,S,"159609668","8457669","+42.5897288","-085.9594831"
"4670 WASHINGTON ST, HAMILTON, MI 49419",42.6753905,-85.9972067,"[-85.9972067, 42.67539050000001]","26","005","030702","26005030702","307.02",Census Tract 307.02,G5020,S,"159609668","8457669","+42.5897288","-085.9594831"
"3393 S M-40, HAMILTON, MI 49419",42.6628693,-85.9899292,"[-85.98992919999999, 42.6628693]","26","005","030702","26005030702","307.02",Census Tract 307.02,G5020,S,"159609668","8457669","+42.5897288","-085.9594831"
"4143  E. Rathbun Rd., BIRCH RUN, MI 48415",43.282862,-83.8717815,"[-83.8717815, 43.282862]","26","145","013000","26145013000","130",Census Tract 130,G5020,S,"91655253","530421","+43.2597222","-083.8652136"
"4532 E RATHBUN RD, BIRCH RUN, MI 48415",43.27642,-83.866861,"[-83.866861, 43.27641999999999]","26","145","013000","26145013000","130",Census Tract 130,G5020,S,"91655253","530421","+43.2597222","-083.8652136"
"4143 E. Rathburn Road, BIRCH RUN, MI 48415",43.282862,-83.8717815,"[-83.8717815, 43.282862]","26","145","013000","26145013000","130",Census Tract 130,G5020,S,"91655253","530421","+43.2597222","-083.8652136"
"915 N RIVER RD, SAGINAW, MI 48603",43.4220732,-84.0543228,"[-84.0543228, 43.4220732]","26","145","012001","26145012001","120.01",Census Tract 120.01,G5020,S,"8655156","292671","+43.4176071","-084.0577717"
"14490 Beckett Road, JOHANNESBURG, MI 49751",45.014682,-84.3823043,"[-84.3823043, 45.014682]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"14116  HEATHERTON RD, JOHANNESBURG, MI 49751",44.9991802,-84.3879818,"[-84.38798179999999, 44.9991802]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"5750  LOST CABIN TR, JOHANNESBURG, MI 49751",45.1109529,-84.441703,"[-84.44170299999999, 45.1109529]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"108 GARFIELD ST, VANDERBILT, MI 49795",45.1452956,-84.6624658,"[-84.6624658, 45.1452956]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"8500 VALLEY RD, JOHANNESBURG, MI 49751",45.0261613,-84.3843247,"[-84.3843247, 45.0261613]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SW NE NW Sec 11 T30N R1W, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"11859 Sparr Rd, JOHANNESBURG, MI 49751",45.0431186,-84.4323198,"[-84.4323198, 45.0431186]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"9320 Bear Lane Sawyer Rd, JOHANNESBURG, MI 49751",45.0518047,-84.4908538,"[-84.4908538, 45.0518047]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"TURTLE CREEK RD, JOHANNESBURG, MI 49751",44.9857311,-84.4556356,"[-84.4556356, 44.9857311]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SE NE SEC 4 T31N R2W, DOVER TWP, MI 49735",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SW NW SEC 29 T31N R2W, DOVER TWP, MI 49735",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SW4 NW4 T31N R2W SEC 36, DOVER TWP, MI 49735",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"NW4 NE4 T31N R2E SEC 35, DOVER TWP, MI 49735",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"T29 N R1W SEC 32, CHARLTON TWP, MI 49751",44.9706904,-84.4205524,"[-84.4205524, 44.9706904]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"NW SE SW SEC 19 T31N R01W, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SE NE NW SEC 31 T31N R01W, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"NW NW SEC 18, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SW/4, NE/4, SEC 25 CORWITH TWP, VANDERBILT, MI 49795",45.1427903,-84.6603091,"[-84.6603091, 45.14279030000001]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SE SE SW T29 R3W SEC 9, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
